,count_bindings_in_miRNA,pair_state_No,mFE,hairpin_count,stem_length,distanceToloop,percentage_PairedInMiRNA,pair_state_Yes,binding_count,armType_loop,interiorLoopCount,index,clusterName,chrom,start,end,miRNA,sample,annotation
16436,17,0,-56.2,1,33,3,0.77,1,33,0,5,16436,mapped_mirna_SRR384894:miRCluster_919_23:chr19:49500831_49500853-,19,49500831,49500853,True,SRR384894,Hsa-Mir-150_pri
16437,14,0,-27.4,2,23,2,0.67,1,23,0,4,16437,mapped_mirna_SRR384894:miRCluster_892_26:chr19:51692617_51692642+,19,51692617,51692642,True,SRR384894,Hsa-Mir-10-P2b_pri
16438,15,0,-40.5,1,32,7,0.68,1,32,0,5,16438,mapped_mirna_SRR384894:miRCluster_893_23:chr19:51692656_51692678+,19,51692656,51692678,True,SRR384894,Hsa-Mir-10-P2b_pri
16439,19,1,-45.8,1,32,8,0.9,0,32,0,6,16439,mapped_mirna_SRR384894:miRCluster_894_25:chr19:51692792_51692816+,19,51692792,51692816,True,SRR384894,Hsa-Let-7-P1b_pri
16440,18,0,-44.2,1,32,4,0.82,1,32,0,5,16440,mapped_mirna_SRR384894:miRCluster_896_24:chr19:51693268_51693291+,19,51693268,51693291,True,SRR384894,Hsa-Mir-10-P3b_pri
16441,19,0,-44.2,1,32,8,0.9,1,32,0,5,16441,mapped_mirna_SRR384894:miRCluster_897_22:chr19:51693306_51693327+,19,51693306,51693327,True,SRR384894,Hsa-Mir-10-P3b_pri
16442,13,1,-49.6,1,33,11,0.62,0,33,0,4,16442,mapped_mirna_SRR384894:miRCluster_117_25:chr2:25328650_25328674-,2,25328650,25328674,True,SRR384894,Hsa-Mir-1301_pri
16443,18,1,-27.3,1,27,2,0.82,0,27,0,5,16443,mapped_mirna_SRR384894:miRCluster_123_24:chr2:55983020_55983043-,2,55983020,55983043,True,SRR384894,Hsa-Mir-217-v2_pri
16444,18,1,-52.4,1,33,2,0.86,0,33,0,5,16444,mapped_mirna_SRR384894:miRCluster_99_23:chr2:96798288_96798310+,2,96798288,96798310,True,SRR384894,Hsa-Mir-3127_pri
16445,19,0,-35.8,1,32,1,0.86,1,32,0,4,16445,mapped_mirna_SRR384894:miRCluster_105_26:chr2:176150328_176150353+,2,176150328,176150353,True,SRR384894,Hsa-Mir-10-P1b-v1_pri
16446,17,0,-35.8,1,32,3,0.89,1,32,0,4,16446,mapped_mirna_SRR384894:miRCluster_106_24:chr2:176150368_176150391+,2,176150368,176150391,True,SRR384894,Hsa-Mir-10-P1b-v1_pri
16447,17,0,-42.0,1,31,3,0.85,1,31,0,5,16447,mapped_mirna_SRR384894:miRCluster_112_24:chr2:218402657_218402680+,2,218402657,218402680,True,SRR384894,Hsa-Mir-26-P2_pri
16448,18,0,-42.0,1,31,3,0.9,1,31,0,5,16448,mapped_mirna_SRR384894:miRCluster_113_22:chr2:218402692_218402713+,2,218402692,218402713,True,SRR384894,Hsa-Mir-26-P2_pri
16449,17,1,-45.7,1,29,3,0.81,0,29,0,6,16449,mapped_mirna_SRR384894:miRCluster_138_25:chr2:219001646_219001670-,2,219001646,219001670,True,SRR384894,Hsa-Mir-375_pri
16450,18,1,-52.7,1,34,7,0.82,0,34,0,7,16450,mapped_mirna_SRR384894:miRCluster_114_24:chr2:240456015_240456038+,2,240456015,240456038,True,SRR384894,Hsa-Mir-149_pri
16451,19,1,-31.6,1,34,7,0.83,0,34,0,7,16451,mapped_mirna_SRR384894:miRCluster_922_25:chr20:3917541_3917565+,20,3917541,3917565,True,SRR384894,Hsa-Mir-103-P2_pri
16452,17,1,-44.9,1,30,2,0.85,0,30,0,4,16452,mapped_mirna_SRR384894:miRCluster_924_22:chr20:34990408_34990429+,20,34990408,34990429,True,SRR384894,Hsa-Mir-499_pri
16453,19,1,-40.0,1,35,8,0.9,0,35,0,4,16453,mapped_mirna_SRR384894:miRCluster_932_23:chr20:62554351_62554373+,20,62554351,62554373,True,SRR384894,Hsa-Mir-1-P3_pri
16454,16,1,-38.1,1,28,3,0.76,0,28,0,5,16454,mapped_mirna_SRR384894:miRCluster_934_25:chr20:62564970_62564994+,20,62564970,62564994,True,SRR384894,Hsa-Mir-133-P3-v2_pri
16455,17,0,-46.8,1,36,4,0.81,1,36,0,5,16455,mapped_mirna_SRR384894:miRCluster_947_23:chr21:16539100_16539122+,21,16539100,16539122,True,SRR384894,Hsa-Mir-10-P2c_pri
16456,18,0,-44.5,1,34,4,0.82,1,34,0,5,16456,mapped_mirna_SRR384894:miRCluster_948_23:chr21:16539138_16539160+,21,16539138,16539160,True,SRR384894,Hsa-Mir-10-P2c_pri
16457,18,1,-41.2,1,37,11,0.86,0,37,0,7,16457,mapped_mirna_SRR384894:miRCluster_949_27:chr21:16539836_16539862+,21,16539836,16539862,True,SRR384894,Hsa-Let-7-P1c_pri
16458,18,0,-35.8,1,32,4,0.86,1,32,0,7,16458,mapped_mirna_SRR384894:miRCluster_951_23:chr21:16590253_16590275+,21,16590253,16590275,True,SRR384894,Hsa-Mir-10-P3c_pri
16459,17,0,-35.8,1,32,5,0.85,1,32,0,7,16459,mapped_mirna_SRR384894:miRCluster_952_26:chr21:16590289_16590314+,21,16590289,16590314,True,SRR384894,Hsa-Mir-10-P3c_pri
16460,19,0,-51.7,1,33,3,0.86,1,33,0,4,16460,mapped_mirna_SRR384894:miRCluster_961_23:chr22:20033153_20033175+,22,20033153,20033175,True,SRR384894,Hsa-Mir-185_pri
16461,20,0,-51.7,1,33,4,0.95,1,33,0,4,16461,mapped_mirna_SRR384894:miRCluster_962_22:chr22:20033187_20033208+,22,20033187,20033208,True,SRR384894,Hsa-Mir-185_pri
16462,16,1,-37.2,1,33,8,0.76,0,33,0,7,16462,mapped_mirna_SRR384894:miRCluster_965_22:chr22:21653354_21653375+,22,21653354,21653375,True,SRR384894,Hsa-Mir-130-P4a_pri
16463,16,1,-54.4,1,34,10,0.8,0,34,0,3,16463,mapped_mirna_SRR384894:miRCluster_971_23:chr22:41900949_41900971+,22,41900949,41900971,True,SRR384894,Hsa-Mir-33-P3_pri
16464,20,0,-46.1,1,40,7,0.95,1,40,0,4,16464,mapped_mirna_SRR384894:miRCluster_973_23:chr22:46112752_46112774+,22,46112752,46112774,True,SRR384894,Hsa-Let-7-P2a2_pri
16465,21,0,-46.1,1,40,17,1.0,1,40,0,4,16465,mapped_mirna_SRR384894:miRCluster_974_22:chr22:46112800_46112821+,22,46112800,46112821,True,SRR384894,Hsa-Let-7-P2a2_pri
16466,20,1,-57.9,1,40,10,0.95,0,40,0,5,16466,mapped_mirna_SRR384894:miRCluster_975_28:chr22:46113690_46113717+,22,46113690,46113717,True,SRR384894,Hsa-Let-7-P2b2_pri
16467,18,1,-47.8,1,33,2,0.9,0,33,0,4,16467,mapped_mirna_SRR384894:miRCluster_143_24:chr3:37969413_37969436+,3,37969413,37969436,True,SRR384894,Hsa-Mir-26-P1_pri
16468,16,1,-54.3,1,33,4,0.76,0,33,0,3,16468,mapped_mirna_SRR384894:miRCluster_146_24:chr3:44114234_44114257+,3,44114234,44114257,True,SRR384894,Hsa-Mir-138-P1_pri
16469,17,0,-36.1,1,29,1,0.85,1,29,0,6,16469,mapped_mirna_SRR384894:miRCluster_176_24:chr3:49020159_49020182-,3,49020159,49020182,True,SRR384894,Hsa-Mir-425_pri
16470,14,0,-36.1,1,29,4,0.64,1,29,0,6,16470,mapped_mirna_SRR384894:miRCluster_177_25:chr3:49020197_49020221-,3,49020197,49020221,True,SRR384894,Hsa-Mir-425_pri
16471,17,1,-46.8,1,33,5,0.77,0,33,0,6,16471,mapped_mirna_SRR384894:miRCluster_180_24:chr3:49020671_49020694-,3,49020671,49020694,True,SRR384894,Hsa-Mir-191_pri
16472,19,1,-50.5,1,42,18,0.9,0,42,0,8,16472,mapped_mirna_SRR384894:miRCluster_182_25:chr3:52268334_52268358-,3,52268334,52268358,True,SRR384894,Hsa-Let-7-P2c3_pri
16473,19,0,-42.6,1,31,3,0.9,1,31,0,2,16473,mapped_mirna_SRR384894:miRCluster_183_22:chr3:52294233_52294254-,3,52294233,52294254,True,SRR384894,Hsa-Mir-135-P1_pri
16474,20,0,-42.6,1,31,1,0.91,1,31,0,2,16474,mapped_mirna_SRR384894:miRCluster_184_24:chr3:52294269_52294292-,3,52294269,52294292,True,SRR384894,Hsa-Mir-135-P1_pri
16475,17,1,-28.2,1,31,5,0.81,0,31,0,6,16475,mapped_mirna_SRR384894:miRCluster_155_22:chr3:160404607_160404628+,3,160404607,160404628,True,SRR384894,Hsa-Mir-15-P1b_pri
16476,17,1,-35.9,1,29,3,0.85,0,29,0,4,16476,mapped_mirna_SRR384894:miRCluster_157_23:chr3:160404754_160404776+,3,160404754,160404776,True,SRR384894,Hsa-Mir-15-P2b_pri
16477,20,1,-45.8,1,35,3,0.91,0,35,0,3,16477,mapped_mirna_SRR384894:miRCluster_165_23:chr3:189829974_189829996+,3,189829974,189829996,True,SRR384894,Hsa-Mir-944_pri
16478,18,1,-39.3,1,33,5,0.82,0,33,0,5,16478,mapped_mirna_SRR384894:miRCluster_203_25:chr4:20528299_20528323+,4,20528299,20528323,True,SRR384894,Hsa-Mir-218-P2_pri
16479,20,1,-57.0,1,34,4,0.95,0,34,0,3,16479,mapped_mirna_SRR384894:miRCluster_205_22:chr4:38868092_38868113+,4,38868092,38868113,True,SRR384894,Hsa-Mir-574_pri
16480,20,1,-38.9,1,34,2,0.91,0,34,0,4,16480,mapped_mirna_SRR384894:miRCluster_268_24:chr5:88666901_88666924-,5,88666901,88666924,True,SRR384894,Hsa-Mir-9-P2_pri
16481,16,1,-41.0,1,31,8,0.73,0,31,0,8,16481,mapped_mirna_SRR384894:miRCluster_278_24:chr5:137647580_137647603-,5,137647580,137647603,True,SRR384894,Hsa-Mir-874_pri
16482,18,1,-42.6,1,29,2,0.86,0,29,0,5,16482,mapped_mirna_SRR384894:miRCluster_248_25:chr5:149428943_149428967+,5,149428943,149428967,True,SRR384894,Hsa-Mir-143_pri
16483,17,0,-41.1,1,30,2,0.81,1,30,0,6,16483,mapped_mirna_SRR384894:miRCluster_250_25:chr5:149430661_149430685+,5,149430661,149430685,True,SRR384894,Hsa-Mir-145_pri
16484,16,0,-41.1,1,30,4,0.8,1,30,0,6,16484,mapped_mirna_SRR384894:miRCluster_251_25:chr5:149430699_149430723+,5,149430699,149430723,True,SRR384894,Hsa-Mir-145_pri
16485,17,1,-35.8,1,32,5,0.85,0,32,0,5,16485,mapped_mirna_SRR384894:miRCluster_255_25:chr5:160485371_160485395+,5,160485371,160485395,True,SRR384894,Hsa-Mir-146-P4_pri
16486,20,1,-34.2,1,31,2,0.87,0,31,0,6,16486,mapped_mirna_SRR384894:miRCluster_287_25:chr5:168560902_168560926-,5,168560902,168560926,True,SRR384894,Hsa-Mir-103-P4_pri
16487,17,1,-42.2,1,30,3,0.77,0,30,0,4,16487,mapped_mirna_SRR384894:miRCluster_288_24:chr5:168768208_168768231-,5,168768208,168768231,True,SRR384894,Hsa-Mir-218-P4_pri
16488,16,1,-35.8,1,34,7,0.76,0,34,0,5,16488,mapped_mirna_SRR384894:miRCluster_295_23:chr5:180015318_180015340-,5,180015318,180015340,True,SRR384894,Hsa-Mir-340_pri
16489,19,1,-43.7,1,35,6,0.95,0,35,0,3,16489,mapped_mirna_SRR384894:miRCluster_305_22:chr6:52144401_52144422+,6,52144401,52144422,True,SRR384894,Hsa-Mir-1-P2_pri
16490,15,1,-43.7,1,34,7,0.79,0,34,0,7,16490,mapped_mirna_SRR384894:miRCluster_306_21:chr6:52148988_52149008+,6,52148988,52149008,True,SRR384894,Hsa-Mir-133-P2-v1_pri
16491,17,0,-32.0,1,28,2,0.85,1,28,0,4,16491,mapped_mirna_SRR384894:miRCluster_324_23:chr6:71376963_71376985-,6,71376963,71376985,True,SRR384894,Hsa-Mir-30-P2b_pri
16492,18,0,-32.0,1,28,1,0.78,1,28,0,4,16492,mapped_mirna_SRR384894:miRCluster_325_24:chr6:71377002_71377025-,6,71377002,71377025,True,SRR384894,Hsa-Mir-30-P2b_pri
16493,20,0,-44.5,1,34,11,1.0,1,34,0,4,16493,mapped_mirna_SRR384894:miRCluster_326_24:chr6:71403552_71403575-,6,71403552,71403575,True,SRR384894,Hsa-Mir-30-P1b_pri
16494,21,0,-44.5,1,34,4,0.91,1,34,0,4,16494,mapped_mirna_SRR384894:miRCluster_327_25:chr6:71403593_71403617-,6,71403593,71403617,True,SRR384894,Hsa-Mir-30-P1b_pri
16495,15,0,-46.6,1,30,5,0.71,1,30,0,6,16495,mapped_mirna_SRR384894:miRCluster_360_23:chr7:1022955_1022977-,7,1022955,1022977,True,SRR384894,Hsa-Mir-339_pri
16496,17,0,-46.6,1,30,3,0.74,1,30,0,6,16496,mapped_mirna_SRR384894:miRCluster_361_23:chr7:1022990_1023012-,7,1022990,1023012,True,SRR384894,Hsa-Mir-339_pri
16497,18,0,-35.7,1,29,5,0.78,1,29,0,7,16497,mapped_mirna_SRR384894:miRCluster_363_24:chr7:5495834_5495857-,7,5495834,5495857,True,SRR384894,Hsa-Mir-589_pri
16498,17,0,-36.5,1,30,5,0.81,1,30,0,7,16498,mapped_mirna_SRR384894:miRCluster_364_23:chr7:5495872_5495894-,7,5495872,5495894,True,SRR384894,Hsa-Mir-589_pri
16499,18,0,-37.1,1,34,6,0.86,1,34,0,5,16499,mapped_mirna_SRR384894:miRCluster_365_25:chr7:25949920_25949944-,7,25949920,25949944,True,SRR384894,Hsa-Mir-148-P1_pri
16500,17,0,-37.1,1,34,5,0.85,1,34,0,5,16500,mapped_mirna_SRR384894:miRCluster_366_23:chr7:25949960_25949982-,7,25949960,25949982,True,SRR384894,Hsa-Mir-148-P1_pri
16501,18,1,-35.5,1,32,2,0.86,0,32,0,4,16501,mapped_mirna_SRR384894:miRCluster_367_24:chr7:27169526_27169549-,7,27169526,27169549,True,SRR384894,Hsa-Mir-196-P1_pri
16502,17,1,-31.2,1,32,8,0.85,0,32,0,5,16502,mapped_mirna_SRR384894:miRCluster_346_22:chr7:74191252_74191273+,7,74191252,74191273,True,SRR384894,Hsa-Mir-590_pri
16503,16,0,-36.2,1,30,5,0.76,1,30,0,6,16503,mapped_mirna_SRR384894:miRCluster_371_22:chr7:100093571_100093592-,7,100093571,100093592,True,SRR384894,Hsa-Mir-92-P2d_pri
16504,16,0,-36.2,1,30,4,0.76,1,30,0,6,16504,mapped_mirna_SRR384894:miRCluster_372_23:chr7:100093608_100093630-,7,100093608,100093630,True,SRR384894,Hsa-Mir-92-P2d_pri
16505,19,1,-53.2,1,34,3,0.83,0,34,0,5,16505,mapped_mirna_SRR384894:miRCluster_374_24:chr7:100093814_100093837-,7,100093814,100093837,True,SRR384894,Hsa-Mir-17-P4d_pri
16506,14,0,-51.4,1,32,8,0.7,1,32,0,5,16506,mapped_mirna_SRR384894:miRCluster_375_25:chr7:100094001_100094025-,7,100094001,100094025,True,SRR384894,Hsa-Mir-17-P1d_pri
16507,15,0,-51.4,1,32,5,0.71,1,32,0,5,16507,mapped_mirna_SRR384894:miRCluster_376_24:chr7:100094040_100094063-,7,100094040,100094063,True,SRR384894,Hsa-Mir-17-P1d_pri
16508,15,1,-41.4,1,29,4,0.68,0,29,0,4,16508,mapped_mirna_SRR384894:miRCluster_383_26:chr7:129770445_129770470-,7,129770445,129770470,True,SRR384894,Hsa-Mir-96-P2_pri
16509,17,1,-45.9,1,33,6,0.81,0,33,0,6,16509,mapped_mirna_SRR384894:miRCluster_384_23:chr7:129774739_129774761-,7,129774739,129774761,True,SRR384894,Hsa-Mir-96-P1_pri
16510,17,0,-38.0,1,34,8,0.85,1,34,0,6,16510,mapped_mirna_SRR384894:miRCluster_385_22:chr7:129774927_129774948-,7,129774927,129774948,True,SRR384894,Hsa-Mir-96-P3-v1_pri
16511,17,0,-38.0,1,34,5,0.85,1,34,0,6,16511,mapped_mirna_SRR384894:miRCluster_386_26:chr7:129774965_129774990-,7,129774965,129774990,True,SRR384894,Hsa-Mir-96-P3-v1_pri
16512,20,0,-40.2,1,31,3,0.91,1,31,0,4,16512,mapped_mirna_SRR384894:miRCluster_350_24:chr7:130496126_130496149+,7,130496126,130496149,True,SRR384894,Hsa-Mir-335_pri
16513,20,0,-40.2,1,31,5,0.91,1,31,0,4,16513,mapped_mirna_SRR384894:miRCluster_351_23:chr7:130496161_130496183+,7,130496161,130496183,True,SRR384894,Hsa-Mir-335_pri
16514,17,0,-33.9,1,27,3,0.85,1,27,0,3,16514,mapped_mirna_SRR384894:miRCluster_387_25:chr7:130876747_130876771-,7,130876747,130876771,True,SRR384894,Hsa-Mir-29-P2b_pri
16515,18,0,-33.9,1,27,2,0.82,1,27,0,3,16515,mapped_mirna_SRR384894:miRCluster_388_25:chr7:130876783_130876807-,7,130876783,130876807,True,SRR384894,Hsa-Mir-29-P2b_pri
16516,19,0,-39.0,1,34,3,0.95,1,34,0,3,16516,mapped_mirna_SRR384894:miRCluster_389_24:chr7:130877467_130877490-,7,130877467,130877490,True,SRR384894,Hsa-Mir-29-P1b-v1_pri
16517,21,0,-39.0,1,34,1,0.88,1,34,0,3,16517,mapped_mirna_SRR384894:miRCluster_390_24:chr7:130877507_130877530-,7,130877507,130877530,True,SRR384894,Hsa-Mir-29-P1b-v1_pri
16518,19,0,-55.5,1,34,5,0.95,1,34,0,5,16518,mapped_mirna_SRR384894:miRCluster_356_22:chr7:151238488_151238509+,7,151238488,151238509,True,SRR384894,Hsa-Mir-671_pri
16519,16,1,-37.4,1,31,8,0.84,0,31,0,6,16519,mapped_mirna_SRR384894:miRCluster_413_23:chr8:14853483_14853505-,8,14853483,14853505,True,SRR384894,Hsa-Mir-383-v2_pri
16520,19,1,-68.9,1,36,5,0.9,0,36,0,3,16520,mapped_mirna_SRR384894:miRCluster_396_22:chr8:27701690_27701711+,8,27701690,27701711,True,SRR384894,Hsa-Mir-3622_pri
16521,21,1,-65.6,1,36,8,1.0,0,36,0,4,16521,mapped_mirna_SRR384894:miRCluster_397_22:chr8:41660444_41660465+,8,41660444,41660465,True,SRR384894,Hsa-Mir-486_pri
16522,21,1,-69.4,1,35,1,1.0,0,35,0,2,16522,mapped_mirna_SRR384894:miRCluster_417_22:chr8:41660484_41660505-,8,41660484,41660505,True,SRR384894,Hsa-Mir-486_pri
16523,17,0,-36.9,1,31,3,0.85,1,31,0,4,16523,mapped_mirna_SRR384894:miRCluster_424_22:chr8:134800532_134800553-,8,134800532,134800553,True,SRR384894,Hsa-Mir-30-P2a_pri
16524,18,0,-36.9,1,31,2,0.86,1,31,0,4,16524,mapped_mirna_SRR384894:miRCluster_425_23:chr8:134800569_134800591-,8,134800569,134800591,True,SRR384894,Hsa-Mir-30-P2a_pri
16525,19,0,-35.4,1,31,2,0.9,1,31,0,5,16525,mapped_mirna_SRR384894:miRCluster_426_23:chr8:134804878_134804900-,8,134804878,134804900,True,SRR384894,Hsa-Mir-30-P1a_pri
16526,18,0,-35.4,1,31,2,0.82,1,31,0,5,16526,mapped_mirna_SRR384894:miRCluster_427_25:chr8:134804916_134804940-,8,134804916,134804940,True,SRR384894,Hsa-Mir-30-P1a_pri
16527,20,1,-30.3,1,31,1,1.0,0,31,0,3,16527,mapped_mirna_SRR384894:miRCluster_430_27:chr9:4850343_4850369+,9,4850343,4850369,True,SRR384894,Hsa-Mir-101-P2-v1_pri
16528,17,1,-40.3,1,33,3,0.81,0,33,0,6,16528,mapped_mirna_SRR384894:miRCluster_456_24:chr9:21512155_21512178-,9,21512155,21512178,True,SRR384894,Hsa-Mir-31_pri
16529,17,0,-34.1,3,31,-24,0.85,1,31,0,2,16529,mapped_mirna_SRR384894:miRCluster_460_22:chr9:28888888_28888909-,9,28888888,28888909,True,SRR384894,Hsa-Mir-873-v1_pri
16530,17,0,-34.1,3,31,-22,0.94,1,31,0,2,16530,mapped_mirna_SRR384894:miRCluster_461_22:chr9:28888925_28888946-,9,28888925,28888946,True,SRR384894,Hsa-Mir-873-v1_pri
16531,19,0,-41.0,1,29,2,0.9,1,29,0,4,16531,mapped_mirna_SRR384894:miRCluster_465_21:chr9:70809993_70810013-,9,70809993,70810013,True,SRR384894,Hsa-Mir-204-P2_pri
16532,17,0,-41.0,1,29,2,0.85,1,29,0,4,16532,mapped_mirna_SRR384894:miRCluster_466_24:chr9:70810029_70810052-,9,70810029,70810052,True,SRR384894,Hsa-Mir-204-P2_pri
16533,20,0,-44.0,1,39,9,0.95,1,39,0,6,16533,mapped_mirna_SRR384894:miRCluster_467_22:chr9:83969771_83969792-,9,83969771,83969792,True,SRR384894,Hsa-Mir-7-P2_pri
16534,19,0,-44.2,1,39,7,0.86,1,39,0,6,16534,mapped_mirna_SRR384894:miRCluster_468_24:chr9:83969811_83969834-,9,83969811,83969834,True,SRR384894,Hsa-Mir-7-P2_pri
16535,20,0,-41.4,1,40,16,0.95,1,40,0,5,16535,mapped_mirna_SRR384894:miRCluster_434_30:chr9:94175961_94175990+,9,94175961,94175990,True,SRR384894,Hsa-Let-7-P2a1_pri
16536,21,0,-41.4,1,40,10,1.0,1,40,0,5,16536,mapped_mirna_SRR384894:miRCluster_435_22:chr9:94176013_94176034+,9,94176013,94176034,True,SRR384894,Hsa-Let-7-P2a1_pri
16537,20,1,-48.6,1,40,10,0.95,0,40,0,3,16537,mapped_mirna_SRR384894:miRCluster_436_29:chr9:94176353_94176381+,9,94176353,94176381,True,SRR384894,Hsa-Let-7-P2b1_pri
16538,18,0,-48.3,1,37,11,0.95,1,37,0,4,16538,mapped_mirna_SRR384894:miRCluster_438_25:chr9:94178840_94178864+,9,94178840,94178864,True,SRR384894,Hsa-Let-7-P2c1_pri
16539,20,0,-48.3,1,37,18,0.95,1,37,0,4,16539,mapped_mirna_SRR384894:miRCluster_439_22:chr9:94178895_94178916+,9,94178895,94178916,True,SRR384894,Hsa-Let-7-P2c1_pri
16540,20,0,-31.8,1,29,1,0.95,1,29,0,6,16540,mapped_mirna_SRR384894:miRCluster_440_23:chr9:95085226_95085248+,9,95085226,95085248,True,SRR384894,Hsa-Mir-23-P2_pri
16541,18,0,-34.0,1,30,2,0.86,1,30,0,6,16541,mapped_mirna_SRR384894:miRCluster_441_24:chr9:95085265_95085288+,9,95085265,95085288,True,SRR384894,Hsa-Mir-23-P2_pri
16542,20,0,-45.7,1,36,9,0.91,1,36,0,4,16542,mapped_mirna_SRR384894:miRCluster_442_26:chr9:95085462_95085487+,9,95085462,95085487,True,SRR384894,Hsa-Mir-27-P2_pri
16543,20,0,-45.7,1,36,8,1.0,1,36,0,4,16543,mapped_mirna_SRR384894:miRCluster_443_24:chr9:95085504_95085527+,9,95085504,95085527,True,SRR384894,Hsa-Mir-27-P2_pri
16544,16,0,-28.9,1,27,3,0.8,1,27,0,6,16544,mapped_mirna_SRR384894:miRCluster_444_24:chr9:95086025_95086048+,9,95086025,95086048,True,SRR384894,Hsa-Mir-24-P2_pri
16545,18,0,-28.9,1,27,2,0.82,1,27,0,6,16545,mapped_mirna_SRR384894:miRCluster_445_26:chr9:95086062_95086087+,9,95086062,95086087,True,SRR384894,Hsa-Mir-24-P2_pri
16546,19,1,-42.1,1,36,8,0.95,0,36,0,4,16546,mapped_mirna_SRR384894:miRCluster_471_22:chr9:109046272_109046293-,9,109046272,109046293,True,SRR384894,Hsa-Mir-32_pri
16547,19,0,-42.1,1,30,2,0.86,1,30,0,5,16547,mapped_mirna_SRR384894:miRCluster_446_25:chr9:114209448_114209472+,9,114209448,114209472,True,SRR384894,Hsa-Mir-455_pri
16548,18,0,-40.3,1,32,6,0.86,1,32,0,6,16548,mapped_mirna_SRR384894:miRCluster_447_23:chr9:114209486_114209508+,9,114209486,114209508,True,SRR384894,Hsa-Mir-455_pri
16549,16,0,-46.3,1,33,4,0.76,1,33,0,4,16549,mapped_mirna_SRR384894:miRCluster_448_26:chr9:124692479_124692504+,9,124692479,124692504,True,SRR384894,Hsa-Mir-181-P1b_pri
16550,19,0,-46.3,1,33,2,0.9,1,33,0,4,16550,mapped_mirna_SRR384894:miRCluster_449_24:chr9:124692517_124692540+,9,124692517,124692540,True,SRR384894,Hsa-Mir-181-P1b_pri
16551,17,1,-34.7,1,30,6,0.81,0,30,0,4,16551,mapped_mirna_SRR384894:miRCluster_450_26:chr9:124693724_124693749+,9,124693724,124693749,True,SRR384894,Hsa-Mir-181-P2b_pri
16552,18,0,-36.6,1,33,4,0.9,1,33,0,6,16552,mapped_mirna_SRR384894:miRCluster_474_24:chr9:128244744_128244767-,9,128244744,128244767,True,SRR384894,Hsa-Mir-199-P2-v3_pri
16553,18,0,-36.6,1,33,3,0.82,1,33,0,6,16553,mapped_mirna_SRR384894:miRCluster_475_24:chr9:128244782_128244805-,9,128244782,128244805,True,SRR384894,Hsa-Mir-199-P2-v3_pri
16554,18,0,-40.1,1,30,6,0.86,1,30,0,4,16554,mapped_mirna_SRR384894:miRCluster_452_23:chr9:136670616_136670638+,9,136670616,136670638,True,SRR384894,Hsa-Mir-126-P2-v2_pri
16555,18,0,-40.1,1,30,6,0.86,1,30,0,4,16555,mapped_mirna_SRR384894:miRCluster_453_24:chr9:136670652_136670675+,9,136670652,136670675,True,SRR384894,Hsa-Mir-126-P2-v2_pri
16556,18,0,-36.5,1,35,6,0.9,1,35,0,6,16556,mapped_mirna_SRR384894:miRCluster_1027_25:chrX:45746179_45746203-,X,45746179,45746203,True,SRR384894,Hsa-Mir-221-P2a_pri
16557,17,0,-35.9,1,35,9,0.85,1,35,0,6,16557,mapped_mirna_SRR384894:miRCluster_1028_27:chrX:45746217_45746243-,X,45746217,45746243,True,SRR384894,Hsa-Mir-221-P2a_pri
16558,17,0,-41.8,1,31,4,0.85,1,31,0,5,16558,mapped_mirna_SRR384894:miRCluster_1029_26:chrX:45747032_45747057-,X,45747032,45747057,True,SRR384894,Hsa-Mir-221-P1a_pri
16559,19,0,-41.3,1,31,3,0.86,1,31,0,5,16559,mapped_mirna_SRR384894:miRCluster_1030_25:chrX:45747072_45747096-,X,45747072,45747096,True,SRR384894,Hsa-Mir-221-P1a_pri
16560,17,0,-30.8,1,27,0,0.77,1,27,0,7,16560,mapped_mirna_SRR384894:miRCluster_993_25:chrX:50003166_50003190+,X,50003166,50003190,True,SRR384894,Hsa-Mir-188-P2_pri
16561,15,0,-30.8,1,27,2,0.71,1,27,0,7,16561,mapped_mirna_SRR384894:miRCluster_994_23:chrX:50003204_50003226+,X,50003204,50003226,True,SRR384894,Hsa-Mir-188-P2_pri
16562,16,1,-38.4,1,26,1,0.8,0,26,0,5,16562,mapped_mirna_SRR384894:miRCluster_995_22:chrX:50003517_50003538+,X,50003517,50003538,True,SRR384894,Hsa-Mir-188-P1_pri
16563,16,0,-37.8,1,28,5,0.73,1,28,0,4,16563,mapped_mirna_SRR384894:miRCluster_996_24:chrX:50008443_50008466+,X,50008443,50008466,True,SRR384894,Hsa-Mir-362-P2-v1_pri
16564,16,0,-37.8,1,28,3,0.8,1,28,0,4,16564,mapped_mirna_SRR384894:miRCluster_997_25:chrX:50008481_50008505+,X,50008481,50008505,True,SRR384894,Hsa-Mir-362-P2-v1_pri
16565,19,1,-44.6,1,34,4,0.83,0,34,0,4,16565,mapped_mirna_SRR384894:miRCluster_998_24:chrX:50008968_50008991+,X,50008968,50008991,True,SRR384894,Hsa-Mir-362-P1_pri
16566,16,0,-43.3,1,30,4,0.73,1,30,0,6,16566,mapped_mirna_SRR384894:miRCluster_1000_23:chrX:50009735_50009757+,X,50009735,50009757,True,SRR384894,Hsa-Mir-362-P3_pri
16567,17,0,-43.3,1,30,2,0.85,1,30,0,6,16567,mapped_mirna_SRR384894:miRCluster_1001_24:chrX:50009772_50009795+,X,50009772,50009795,True,SRR384894,Hsa-Mir-362-P3_pri
