,count_bindings_in_miRNA,exactMatchRatio,pair_state_No,mFE,head_minus3_TemplateNucleotide_percentage,hairpin_count,stem_length,distanceToloop,percentage_PairedInMiRNA,headUnstableLength,pair_state_Yes,tail_plus2_A_percentage,head_minus2_TemplateNucleotide_percentage,binding_count,tail_plus1_A_percentage,armType_loop,tail_plus3_A_percentage,tail_plus5_TemplateNucleotide_percentage,tail_plus1_TemplateNucleotide_percentage,interiorLoopCount,head_minus1_TemplateNucleotide_percentage,index,clusterName,chrom,start,end,miRNA,sample,annotation,ann_start,ann_end
7074,14,0.0838383838384,1,-36.1,0.0,1,25,2,0.78,2,0,0.00576923076923,0.148058252427,25,0.0,0,1.0,0.0,1.0,6,0.0995106035889,7074,mapped_nonMirna_SRR1635903:miRCluster_35773_20:chr13:114281384_114281403-,13,114281384,114281403,False,SRR1635903,,114281000,114282000
6971,13,1.0,1,-7.0,0.0,2,15,-7,0.62,1,0,0.0,0.0,15,0.0,1,0.0,0.0,1.0,3,1.0,6971,mapped_nonMirna_SRR1635903:miRCluster_29720_25:chr11:113260261_113260285+,11,113260261,113260285,False,SRR1635903,,113260000,113261000
7736,7,0.078431372549,1,-24.1,0.0,1,16,-7,0.44,1,0,1.0,0.0,16,0.0,0,0.0,1.0,0.078431372549,2,0.0,7736,mapped_nonMirna_SRR1635903:miRCluster_10609_22:chr3:143119809_143119830+,3,143119809,143119830,False,SRR1635903,,143119000,143121000
5302,7,0.0180722891566,1,-20.0,1.0,1,26,19,0.44,4,0,0.0,1.0,26,0.0,0,0.0,1.0,0.0849056603774,4,1.0,5302,mapped_nonMirna_ERR973613:miRCluster_6192_25:chr5:128138603_128138627+,5,128138603,128138627,False,ERR973613,,128138000,128139000
6895,15,0.904761904762,1,-27.9,1.0,3,28,-29,0.71,3,0,0.0,1.0,28,0.0,0,0.0,0.0,0.888888888889,5,1.0,6895,mapped_nonMirna_SRR1635903:miRCluster_27988_26:chr10:95314083_95314108-,10,95314083,95314108,False,SRR1635903,,95313000,95315000
11772,12,0.00813008130081,1,-37.6,0.0,1,25,8,0.75,1,0,0.0,0.0,25,0.0,0,0.0,0.0,0.0,5,0.0,11772,mapped_nonMirna_SRR2174517:miRCluster_11057_16:chr17:58531825_58531840+,17,58531825,58531840,False,SRR2174517,,58531000,58533000
23347,7,0.0425531914894,1,-12.5,0.0,1,8,1,0.41,1,0,0.0,0.0,8,0.0,0,0.0,0.0,1.0,2,0.0,23347,mapped_nonMirna_SRR944031:miRCluster_12141_19:chr19:3464588_3464606+,19,3464588,3464606,False,SRR944031,,3464000,3465000
7724,4,0.000454803865833,1,-26.6,0.0,2,22,-10,0.25,2,0,1.0,0.992619926199,22,0.138888888889,1,0.0,0.0,0.994115724093,3,0.999284077892,7724,mapped_nonMirna_SRR1635903:miRCluster_10452_17:chr3:124801130_124801146+,3,124801130,124801146,False,SRR1635903,,124800000,124802000
2182,12,1.0,1,-18.5,1.0,1,24,3,0.6,6,0,0.0,1.0,24,0.0,0,0.0,0.0,1.0,4,1.0,2182,mapped_nonMirna_ERR409900:miRCluster_18648_27:chr9:33659090_33659116+,9,33659090,33659116,False,ERR409900,,33658000,33660000
18063,6,0.2,1,-16.0,1.0,1,12,-4,0.5,8,0,0.0,0.5,12,0.0,0,0.0,0.0,0.0,3,0.4,18063,mapped_nonMirna_SRR553576:miRCluster_9042_20:chr10:28677519_28677538+,10,28677519,28677538,False,SRR553576,,28677000,28678000
15978,11,0.4,1,-16.8,0.0,1,18,-6,0.69,1,0,0.0,0.0,18,0.0,1,0.0,0.0,0.0,4,0.0,15978,mapped_nonMirna_SRR372650:miRCluster_2291_16:chr10:70450630_70450645+,10,70450630,70450645,False,SRR372650,,70450000,70451000
1715,11,0.0294117647059,1,-34.0,1.0,1,21,2,0.69,9,0,0.0,1.0,21,0.0,0,0.0,0.0,0.0,4,1.0,1715,mapped_nonMirna_ERR409900:miRCluster_2776_25:chr1:35192939_35192963-,1,35192939,35192963,False,ERR409900,,35192000,35194000
11925,13,0.00589970501475,1,-43.8,0.0,1,29,10,0.76,0,0,0.0,0.0,29,0.0,0,0.0,0.0,0.0,6,0.0,11925,mapped_nonMirna_SRR2174517:miRCluster_3564_17:chr4:8269737_8269753-,4,8269737,8269753,False,SRR2174517,,8269000,8270000
11624,8,0.0134228187919,1,-28.5,1.0,2,19,-14,0.67,4,0,0.0,1.0,19,0.0,0,0.0,0.0,0.140939597315,3,0.557046979866,11624,mapped_nonMirna_SRR2174517:miRCluster_7842_17:chr11:1970516_1970532-,11,1970516,1970532,False,SRR2174517,,1970000,1971000
16212,7,0.346153846154,1,-15.8,0.0,1,23,15,0.47,1,0,0.0,0.0,23,0.0,0,0.0,0.0,0.346153846154,4,0.0,16212,mapped_nonMirna_SRR372650:miRCluster_1763_16:chr7:108838582_108838597+,7,108838582,108838597,False,SRR372650,,108838000,108839000
10734,12,0.00298062593145,1,-24.0,0.0,2,24,-25,0.8,3,0,0.0,1.0,24,0.0,0,0.0,0.0,0.0,2,1.0,10734,mapped_nonMirna_SRR2174513:miRCluster_9516_17:chr14:99549288_99549304-,14,99549288,99549304,False,SRR2174513,,99549000,99550000
7139,12,0.133333333333,1,-16.5,0.0,1,26,11,0.75,1,0,0.0,0.0,26,0.0,0,1.0,0.5,1.0,4,1.0,7139,mapped_nonMirna_SRR1635903:miRCluster_38235_25:chr15:66490727_66490751+,15,66490727,66490751,False,SRR1635903,,66490000,66491000
8574,13,0.777777777778,1,-25.0,1.0,1,25,7,0.76,3,0,0.0,1.0,25,0.0,0,0.0,0.0,0.777777777778,7,1.0,8574,mapped_nonMirna_SRR1635908:miRCluster_15086_24:chr10:113612264_113612287-,10,113612264,113612287,False,SRR1635908,,113612000,113613000
7894,5,0.041095890411,1,-31.5,0.76,2,28,-5,0.45,9,0,0.515151515152,0.966101694915,28,0.0,0,0.0,0.125,0.571428571429,2,0.72602739726,7894,mapped_nonMirna_SRR1635903:miRCluster_17022_22:chr6:32178555_32178576+,6,32178555,32178576,False,SRR1635903,,32178000,32179000
18418,11,1.0,1,-14.7,0.0,1,22,3,0.61,1,0,0.0,0.0,22,0.0,0,0.0,0.0,1.0,2,1.0,18418,mapped_nonMirna_SRR553576:miRCluster_5272_20:chr6:24409552_24409571+,6,24409552,24409571,False,SRR553576,,24409000,24410000
13810,12,0.0909090909091,1,-17.8,0.0,1,29,16,0.67,2,0,0.0,1.0,29,0.0,0,0.0,0.0,0.0,5,0.4,13810,mapped_nonMirna_SRR333674:miRCluster_8148_20:chr5:157816787_157816806-,5,157816787,157816806,False,SRR333674,,157816000,157818000
1856,10,0.847776940467,1,-6.8,1.0,1,8,-13,0.53,7,0,1.0,1.0,8,1.0,1,0.0,0.0,0.990627928772,1,1.0,1856,mapped_nonMirna_ERR409900:miRCluster_28511_27:chr15:25087727_25087753+,15,25087727,25087753,False,ERR409900,,25087000,25088000
4481,6,1.0,1,-8.8,0.0,2,11,-10,0.35,0,0,0.0,0.0,11,0.0,1,0.0,0.0,1.0,1,0.0,4481,mapped_nonMirna_ERR973611:miRCluster_8443_18:chr7:74174377_74174394+,7,74174377,74174394,False,ERR973611,,74174000,74175000
5857,0,0.093896713615,0,-30.7,0.0,3,21,-21,0.0,1,1,0.0,0.0,21,0.0,0,0.0,1.0,1.0,2,0.04,5857,mapped_nonMirna_SRR1291267:miRCluster_2754_25:chr7:108569935_108569959+,7,108569935,108569959,False,SRR1291267,,108569000,108571000
12453,9,0.16,1,-11.3,0.666666666667,1,15,-11,0.69,11,0,0.0,1.0,15,0.0,1,0.0,0.0,0.173913043478,2,0.24,12453,mapped_nonMirna_SRR333658:miRCluster_3386_25:chr1:150577398_150577422-,1,150577398,150577422,False,SRR333658,,150577000,150578000
15269,12,0.692307692308,1,-20.4,0.0,2,30,8,0.67,2,0,0.0,1.0,30,0.0,0,0.0,0.0,0.818181818182,4,0.818181818182,15269,mapped_nonMirna_SRR372648:miRCluster_107_22:chr1:39333639_39333660+,1,39333639,39333660,False,SRR372648,,39333000,39334000
18332,4,0.142857142857,1,-11.1,1.0,1,10,-6,0.5,8,0,1.0,1.0,10,0.0,1,0.0,1.0,1.0,1,0.428571428571,18332,mapped_nonMirna_SRR553576:miRCluster_18363_25:chr20:63346079_63346103-,20,63346079,63346103,False,SRR553576,,63345000,63347000
8003,16,0.0231213872832,1,-38.1,1.0,1,27,5,0.94,8,0,0.0,1.0,27,0.975903614458,0,0.0,0.0,0.0,4,0.036036036036,8003,mapped_nonMirna_SRR1635903:miRCluster_20572_25:chr7:154793992_154794016+,7,154793992,154794016,False,SRR1635903,,154793000,154795000
14583,14,1.0,1,-26.3,0.0,1,22,-2,0.74,0,0,0.0,0.0,22,0.0,0,0.0,0.0,1.0,4,0.0,14583,mapped_nonMirna_SRR333680:miRCluster_15447_21:chr15:88467722_88467742+,15,88467722,88467742,False,SRR333680,,88467000,88468000
9481,17,1.0,1,-33.3,1.0,3,30,-25,0.81,6,0,0.0,1.0,30,0.0,0,0.0,0.0,1.0,5,1.0,9481,mapped_nonMirna_SRR1635908:miRCluster_8264_29:chr5:81255184_81255212+,5,81255184,81255212,False,SRR1635908,,81254000,81256000
14477,10,0.00389863547758,1,-30.4,1.0,1,26,13,0.62,7,0,0.0,1.0,26,0.0,0,0.0,0.0,0.996672212978,8,0.00614754098361,14477,mapped_nonMirna_SRR333680:miRCluster_269_23:chr1:32013866_32013888+,1,32013866,32013888,False,SRR333680,,32013000,32015000
18454,6,0.230088495575,1,-11.5,0.0,1,18,9,0.4,1,0,0.0,0.0,18,0.0,0,0.0,0.0,1.0,4,0.0,18454,mapped_nonMirna_SRR553576:miRCluster_6988_16:chr7:69284339_69284354-,7,69284339,69284354,False,SRR553576,,69284000,69285000
8150,12,0.0138888888889,1,-28.9,0.0,1,22,4,0.67,1,0,0.0,0.0,22,1.0,0,0.0,0.0,0.0,4,0.0,8150,mapped_nonMirna_SRR1635903:miRCluster_57391_18:chrX:103254361_103254378-,X,103254361,103254378,False,SRR1635903,,103254000,103255000
7758,7,0.888888888889,1,-16.3,1.0,1,12,-15,0.41,7,0,0.0,1.0,12,0.0,1,0.0,1.0,1.0,3,1.0,7758,mapped_nonMirna_SRR1635903:miRCluster_13594_29:chr4:17512047_17512075-,4,17512047,17512075,False,SRR1635903,,17511000,17513000
3513,13,1.0,1,-14.9,1.0,1,30,12,0.62,4,0,0.0,1.0,30,0.0,0,0.0,0.0,0.0,5,1.0,3513,mapped_nonMirna_ERR852099:miRCluster_2186_25:chr8:55902723_55902747-,8,55902723,55902747,False,ERR852099,,55902000,55903000
22658,10,0.019801980198,1,-37.9,1.0,1,21,-2,0.77,4,0,0.0,0.974025974026,21,0.0,0,0.0,0.0,0.0285714285714,3,1.0,22658,mapped_nonMirna_SRR837842:miRCluster_3890_16:chr5:181059466_181059481+,5,181059466,181059481,False,SRR837842,,181059000,181060000
9355,12,0.617647058824,1,-18.0,1.0,1,21,-1,0.86,6,0,0.0,1.0,21,0.0,0,0.0,0.0,0.794117647059,4,0.7,9355,mapped_nonMirna_SRR1635908:miRCluster_28407_22:chr22:40308543_40308564+,22,40308543,40308564,False,SRR1635908,,40308000,40309000
9742,15,0.00660865912084,1,-20.4,0.0,2,30,-1,0.79,1,0,0.00387013545474,0.0,30,0.00113192196813,0,0.0,0.0,0.00634424097571,3,7.80234070221e-05,9742,mapped_nonMirna_SRR1635908:miRCluster_29605_19:chrX:148134476_148134494-,X,148134476,148134494,False,SRR1635908,,148134000,148135000
5325,12,0.4,1,-17.6,1.0,1,27,4,0.92,8,0,0.0,1.0,27,0.0,0,0.0,0.0,0.4,5,1.0,5325,mapped_nonMirna_ERR973613:miRCluster_8103_22:chr7:26276563_26276584+,7,26276563,26276584,False,ERR973613,,26276000,26277000
9493,12,0.51724137931,1,-25.5,1.0,1,23,1,0.67,3,0,0.0,1.0,23,1.0,0,0.0,0.0,0.833333333333,4,0.833333333333,9493,mapped_nonMirna_SRR1635908:miRCluster_8557_25:chr5:154805838_154805862+,5,154805838,154805862,False,SRR1635908,,154805000,154807000
18476,0,1.0,1,-10.7,0.0,1,11,-22,0.0,0,0,0.0,0.0,11,0.0,0,0.0,0.0,1.0,1,0.0,18476,mapped_nonMirna_SRR553576:miRCluster_7736_25:chr8:142666263_142666287-,8,142666263,142666287,False,SRR553576,,142666000,142667000
4218,7,0.00829875518672,1,-25.5,0.0,1,18,1,0.44,2,0,0.0,0.0,18,0.0,0,0.0,0.0,0.0,3,1.0,4218,mapped_nonMirna_ERR973611:miRCluster_17913_17:chr17:4808138_4808154-,17,4808138,4808154,False,ERR973611,,4807000,4809000
13595,10,0.000214484878816,1,-13.1,0.0,1,28,20,0.59,0,0,0.0,0.0,28,0.00168374816984,0,0.0,0.0,0.000439045807113,7,0.0,13595,mapped_nonMirna_SRR333674:miRCluster_18156_17:chr15:40221923_40221939+,15,40221923,40221939,False,SRR333674,,40221000,40223000
2744,10,0.545454545455,1,-12.7,0.0,1,16,-4,0.59,0,0,0.0,0.0,16,0.0,0,0.0,0.0,0.0,3,0.0,2744,mapped_nonMirna_ERR852097:miRCluster_1078_17:chr4:87082165_87082181-,4,87082165,87082181,False,ERR852097,,87081000,87083000
18443,9,1.0,1,-14.2,0.0,1,18,-10,0.38,1,0,0.0,0.0,18,0.0,0,0.0,0.0,1.0,2,1.0,18443,mapped_nonMirna_SRR553576:miRCluster_5702_27:chr6:151099647_151099673+,6,151099647,151099673,False,SRR553576,,151099000,151100000
5360,15,0.0571428571429,1,-41.2,0.0,3,29,-22,0.94,0,0,0.0,0.0,29,0.0,0,0.0,0.0,0.0,3,0.0,5360,mapped_nonMirna_ERR973613:miRCluster_10331_16:chr9:122264759_122264774-,9,122264759,122264774,False,ERR973613,,122264000,122265000
11676,12,0.00696055684455,1,-17.5,0.0,2,18,-2,0.71,1,0,0.0,0.0,18,0.0,0,0.0,0.0,0.0,3,0.954285714286,11676,mapped_nonMirna_SRR2174517:miRCluster_8576_17:chr12:125349598_125349614+,12,125349598,125349614,False,SRR2174517,,125349000,125350000
20898,14,0.171428571429,1,-26.6,1.0,1,26,7,0.78,6,0,0.0,1.0,26,0.0,0,0.0,1.0,1.0,7,1.0,20898,mapped_nonMirna_SRR837839:miRCluster_11163_28:chr14:105643690_105643717-,14,105643690,105643717,False,SRR837839,,105643000,105644000
13491,5,0.0294117647059,1,-13.9,0.0,2,14,-1,0.31,1,0,0.0,0.0,14,0.0,0,0.0,0.0,0.0,0,1.0,13491,mapped_nonMirna_SRR333674:miRCluster_12991_16:chr10:95291364_95291379+,10,95291364,95291379,False,SRR333674,,95291000,95292000
22158,11,1.0,1,-26.4,0.0,2,16,-25,0.61,0,0,0.0,0.0,16,0.0,0,0.0,0.0,1.0,1,0.0,22158,mapped_nonMirna_SRR837842:miRCluster_7169_21:chr11:65961758_65961778+,11,65961758,65961778,False,SRR837842,,65961000,65962000
13567,11,0.00262054507338,1,-14.7,0.0,2,17,-27,0.69,2,0,0.00277520814061,0.0,17,0.0,0,0.0,0.0,0.995053003534,3,0.998564249821,13567,mapped_nonMirna_SRR333674:miRCluster_17181_18:chr14:38478220_38478237+,14,38478220,38478237,False,SRR333674,,38478000,38479000
9071,9,0.384615384615,1,-27.0,1.0,3,24,-21,0.69,4,0,0.0,1.0,24,0.0,0,0.0,1.0,0.923076923077,4,0.545454545455,9071,mapped_nonMirna_SRR1635908:miRCluster_24937_23:chr19:7912666_7912688+,19,7912666,7912688,False,SRR1635908,,7912000,7913000
21250,9,0.0025706940874,1,-43.6,1.0,1,27,13,0.69,5,0,0.0,1.0,27,0.0,0,0.0,0.0,0.0,6,0.958333333333,21250,mapped_nonMirna_SRR837839:miRCluster_3376_17:chr3:66500863_66500879-,3,66500863,66500879,False,SRR837839,,66500000,66502000
13876,14,0.0363636363636,1,-20.6,1.0,2,33,4,0.88,6,0,0.0,1.0,33,0.0,0,0.0,0.0,0.0,4,0.5,13876,mapped_nonMirna_SRR333674:miRCluster_11443_22:chr8:61503008_61503029-,8,61503008,61503029,False,SRR333674,,61502000,61504000
21144,10,0.945945945946,1,-24.0,0.0,2,29,14,0.56,1,0,0.0,0.0,29,0.0,0,0.0,0.0,1.0,2,1.0,21144,mapped_nonMirna_SRR837839:miRCluster_2148_22:chr2:202291334_202291355+,2,202291334,202291355,False,SRR837839,,202291000,202292000
3501,14,0.925,1,-23.0,1.0,2,29,-4,0.78,6,0,0.0,1.0,29,0.0,0,0.0,1.0,1.0,4,1.0,3501,mapped_nonMirna_ERR852099:miRCluster_1901_30:chr7:130266923_130266952+,7,130266923,130266952,False,ERR852099,,130266000,130268000
868,8,1.0,1,-6.0,1.0,1,8,-3,0.44,9,0,0.0,1.0,8,0.0,0,0.0,0.0,1.0,2,1.0,868,mapped_nonMirna_ERR038420:miRCluster_717_30:chr5:80650879_80650908-,5,80650879,80650908,False,ERR038420,,80650000,80652000
13026,9,1.0,1,-10.5,1.0,2,11,-2,0.47,6,0,0.0,1.0,11,0.0,0,0.0,0.0,1.0,1,1.0,13026,mapped_nonMirna_SRR333658:miRCluster_16518_27:chr7:109999302_109999328-,7,109999302,109999328,False,SRR333658,,109999000,110000000
22121,11,0.185483870968,1,-25.0,0.0,3,32,-63,0.69,2,0,1.0,1.0,32,0.0,0,1.0,0.0,0.0594059405941,4,1.0,22121,mapped_nonMirna_SRR837842:miRCluster_6607_17:chr10:80486687_80486703+,10,80486687,80486703,False,SRR837842,,80486000,80487000
7079,11,0.125,1,-30.8,1.0,2,28,-20,0.73,4,0,0.0,0.6,28,0.777777777778,0,0.0,0.0,0.25,4,0.142857142857,7079,mapped_nonMirna_SRR1635903:miRCluster_35839_23:chr14:22876709_22876731+,14,22876709,22876731,False,SRR1635903,,22876000,22877000
8571,7,0.0526315789474,1,-43.5,1.0,1,21,2,0.54,13,0,0.0,0.266666666667,21,0.0,0,0.0,0.0,1.0,4,0.222222222222,8571,mapped_nonMirna_SRR1635908:miRCluster_14518_25:chr10:110226037_110226061+,10,110226037,110226061,False,SRR1635908,,110225000,110227000
22187,6,0.0952380952381,1,-24.7,1.0,2,16,-7,0.5,4,0,0.0,0.4,16,0.0,1,0.0,0.0,0.157894736842,2,0.238095238095,22187,mapped_nonMirna_SRR837842:miRCluster_7705_16:chr12:6201106_6201121+,12,6201106,6201121,False,SRR837842,,6200000,6202000
22394,8,0.166666666667,1,-26.2,0.0,1,25,15,0.62,2,0,0.0,1.0,25,0.0,0,0.0,0.777777777778,0.916666666667,5,1.0,22394,mapped_nonMirna_SRR837842:miRCluster_11556_18:chr19:39905746_39905763-,19,39905746,39905763,False,SRR837842,,39905000,39906000
10834,9,0.319371727749,1,-13.3,0.0,2,13,-4,0.56,1,0,0.0,0.0,13,0.0,0,0.0,0.0,1.0,2,0.0,10834,mapped_nonMirna_SRR2174513:miRCluster_11805_18:chr19:45784838_45784855+,19,45784838,45784855,False,SRR2174513,,45784000,45786000
16098,12,0.0185185185185,1,-50.2,0.0,3,35,-23,0.75,1,0,0.0,0.0,35,0.0,0,0.0,0.0,1.0,5,1.0,16098,mapped_nonMirna_SRR372650:miRCluster_4055_16:chr19:48614687_48614702-,19,48614687,48614702,False,SRR372650,,48614000,48615000
8495,12,1.0,1,-28.2,0.0,1,22,-5,0.55,2,0,0.0,1.0,22,0.0,0,0.0,0.0,1.0,3,1.0,8495,mapped_nonMirna_SRR1635908:miRCluster_1479_27:chr1:226987332_226987358+,1,226987332,226987358,False,SRR1635908,,226987000,226988000
3255,5,0.000952834683182,1,-28.1,0.0,1,26,21,0.31,2,0,1.0,0.0,26,0.0,0,0.0,0.0,1.0,6,0.997718631179,3255,mapped_nonMirna_ERR852099:miRCluster_2536_17:chr10:85923248_85923264+,10,85923248,85923264,False,ERR852099,,85923000,85924000
12664,11,0.00524934383202,1,-23.4,0.0,1,27,23,0.61,0,0,0.0,0.0,27,0.0,0,0.0,0.0,1.0,6,0.0,12664,mapped_nonMirna_SRR333658:miRCluster_29474_21:chr16:56343803_56343823+,16,56343803,56343823,False,SRR333658,,56343000,56345000
5747,10,1.0,1,-34.8,1.0,1,23,8,0.71,9,0,0.0,1.0,23,0.0,0,0.0,0.0,1.0,6,1.0,5747,mapped_nonMirna_SRR1291267:miRCluster_662_27:chr1:161118009_161118035-,1,161118009,161118035,False,SRR1291267,,161117000,161119000
21541,11,0.0209102091021,1,-24.2,0.0,1,26,10,0.65,1,0,0.0193236714976,0.0,26,0.0,0,0.0,0.0,0.00857632933105,7,0.0,21541,mapped_nonMirna_SRR837839:miRCluster_7455_17:chr9:79289998_79290014+,9,79289998,79290014,False,SRR837839,,79289000,79291000
7672,15,1.0,1,-26.6,0.0,3,23,-3,0.68,2,0,0.0,1.0,23,0.0,0,0.0,0.0,1.0,3,1.0,7672,mapped_nonMirna_SRR1635903:miRCluster_9706_25:chr3:11034602_11034626+,3,11034602,11034626,False,SRR1635903,,11034000,11035000
7338,15,0.2,1,-31.0,1.0,2,26,0,0.83,7,0,0.0,1.0,26,0.0,0,0.0,0.0,0.0,2,0.25,7338,mapped_nonMirna_SRR1635903:miRCluster_46642_25:chr18:9914986_9915010+,18,9914986,9915010,False,SRR1635903,,9914000,9916000
7774,12,0.00857142857143,1,-24.5,0.0,1,16,-4,0.75,0,0,0.0,0.0,16,0.0,0,0.0,0.0,0.6,2,0.0,7774,mapped_nonMirna_SRR1635903:miRCluster_13184_19:chr4:139453843_139453861+,4,139453843,139453861,False,SRR1635903,,139453000,139455000
13932,8,0.00423728813559,1,-4.1,0.0,1,8,-12,0.47,1,0,1.0,0.0,8,0.0,1,1.0,0.0,0.0,1,0.0,13932,mapped_nonMirna_SRR333674:miRCluster_24670_17:chrX:104799935_104799951-,X,104799935,104799951,False,SRR333674,,104799000,104801000
21587,7,0.00167785234899,1,-11.4,0.0,1,8,-9,0.44,1,0,0.0,0.0,8,0.0,0,0.0,0.0,0.0109090909091,1,0.0,21587,mapped_nonMirna_SRR837839:miRCluster_15306_16:chrX:40098907_40098922+,X,40098907,40098922,False,SRR837839,,40098000,40100000
9464,5,0.460317460317,1,-31.4,1.0,1,25,14,0.62,14,0,0.0,1.0,25,0.0,0,0.0,0.918918918919,1.0,8,0.730158730159,9464,mapped_nonMirna_SRR1635908:miRCluster_8720_30:chr5:1093536_1093565-,5,1093536,1093565,False,SRR1635908,,1093000,1094000
2142,11,0.2,1,-24.4,0.0,1,28,19,0.69,2,0,0.0,1.0,28,0.0,0,0.0,0.0,0.25,8,1.0,2142,mapped_nonMirna_ERR409900:miRCluster_15251_22:chr7:2379423_2379444+,7,2379423,2379444,False,ERR409900,,2379000,2380000
11662,8,0.0190476190476,1,-18.2,0.0,1,10,-13,0.5,2,0,0.0,0.0,10,0.0,1,0.0,0.0,0.0,1,0.943181818182,11662,mapped_nonMirna_SRR2174517:miRCluster_8375_17:chr12:29784037_29784053+,12,29784037,29784053,False,SRR2174517,,29783000,29785000
1917,5,0.846153846154,1,-6.2,0.0,2,9,-26,0.28,2,0,0.0,1.0,9,0.0,0,0.0,0.0,1.0,0,1.0,1917,mapped_nonMirna_ERR409900:miRCluster_31744_24:chr17:22522571_22522594+,17,22522571,22522594,False,ERR409900,,22522000,22523000
21033,8,0.181818181818,1,-10.6,0.333333333333,1,22,5,0.67,4,0,0.0,1.0,22,0.0,0,0.714285714286,0.0,0.181818181818,3,0.545454545455,21033,mapped_nonMirna_SRR837839:miRCluster_13359_19:chr18:59328074_59328092-,18,59328074,59328092,False,SRR837839,,59327000,59329000
8917,11,1.0,1,-19.1,0.0,2,15,-28,0.52,0,0,0.0,0.0,15,0.0,0,0.0,0.0,1.0,2,0.0,8917,mapped_nonMirna_SRR1635908:miRCluster_22182_24:chr16:88650993_88651016-,16,88650993,88651016,False,SRR1635908,,88650000,88652000
6701,5,0.181818181818,1,-33.5,1.0,1,22,9,0.71,6,0,0.0,1.0,22,0.0,0,0.0,0.727272727273,1.0,5,0.454545454545,6701,mapped_nonMirna_SRR1635903:miRCluster_3049_18:chr1:1340080_1340097-,1,1340080,1340097,False,SRR1635903,,1339000,1341000
2687,5,0.722222222222,1,-13.9,1.0,1,13,-8,0.42,13,0,0.0,1.0,13,0.0,1,0.0,1.0,1.0,3,1.0,2687,mapped_nonMirna_ERR852097:miRCluster_670_29:chr2:79085553_79085581-,2,79085553,79085581,False,ERR852097,,79085000,79086000
22821,12,0.0025289017341,1,-15.2,0.0,2,15,-3,0.75,2,0,0.515151515152,0.00507982583454,15,0.252380952381,0,0.99420747762,0.0160075329567,0.954456733897,1,1.0,22821,mapped_nonMirna_SRR837842:miRCluster_12691_19:chrX:136296520_136296538+,X,136296520,136296538,False,SRR837842,,136296000,136297000
5763,11,0.0261437908497,1,-36.2,0.567567567568,1,23,-5,0.65,4,0,0.0,0.959595959596,23,0.0,0,0.0,0.0,0.75,5,0.403361344538,5763,mapped_nonMirna_SRR1291267:miRCluster_4550_20:chr12:52714392_52714411-,12,52714392,52714411,False,SRR1291267,,52714000,52715000
12647,9,0.833333333333,1,-15.0,1.0,1,21,-5,0.5,6,0,0.0,1.0,21,0.0,0,0.0,0.0,1.0,5,1.0,12647,mapped_nonMirna_SRR333658:miRCluster_28651_25:chr15:60349099_60349123-,15,60349099,60349123,False,SRR333658,,60348000,60350000
19048,9,0.0775862068966,1,-4.8,0.0,2,12,-13,0.6,0,0,0.0,0.0,12,0.0,1,0.0,0.0,1.0,0,0.0,19048,mapped_nonMirna_SRR567637:miRCluster_1953_16:chr10:11615398_11615413+,10,11615398,11615413,False,SRR567637,,11615000,11616000
2664,11,0.0225563909774,1,-43.8,0.830985915493,1,26,9,0.85,6,0,0.428571428571,0.972602739726,26,0.0,0,1.0,0.0,0.58024691358,5,0.203125,2664,mapped_nonMirna_ERR852097:miRCluster_3305_18:chr17:44004763_44004780+,17,44004763,44004780,False,ERR852097,,44004000,44005000
8544,7,0.964912280702,1,-6.6,1.0,1,7,-1,0.54,9,0,0.0,1.0,7,0.0,0,0.0,1.0,1.0,2,1.0,8544,mapped_nonMirna_SRR1635908:miRCluster_14720_30:chr10:32102528_32102557-,10,32102528,32102557,False,SRR1635908,,32102000,32103000
10901,7,0.0601336302895,1,-7.2,0.0,1,4,-12,0.47,3,0,0.0,0.0194805194805,4,0.0,1,0.0,0.0,0.0,0,0.977777777778,10901,mapped_nonMirna_SRR2174513:miRCluster_12394_17:chr20:57708833_57708849+,20,57708833,57708849,False,SRR2174513,,57708000,57710000
11919,6,0.1015625,1,-6.0,0.0,1,6,-14,0.4,3,0,0.0,1.0,6,0.0,1,0.0,0.0,0.0,1,1.0,11919,mapped_nonMirna_SRR2174517:miRCluster_3278_17:chr3:186466137_186466153-,3,186466137,186466153,False,SRR2174517,,186465000,186467000
18039,11,0.0909090909091,1,-19.8,0.0,1,18,1,0.73,1,0,0.0,0.0,18,1.0,0,0.0,1.0,0.117647058824,3,0.285714285714,18039,mapped_nonMirna_SRR553576:miRCluster_1414_21:chr1:153853132_153853152-,1,153853132,153853152,False,SRR553576,,153852000,153854000
10050,5,0.230769230769,1,-4.3,0.0,2,8,-1,0.31,1,0,0.0,0.0,8,1.0,0,1.0,0.0,0.0,0,0.0,10050,mapped_nonMirna_SRR1820680:miRCluster_1492_16:chr16:80109295_80109310-,16,80109295,80109310,False,SRR1820680,,80109000,80110000
8441,10,0.888888888889,1,-10.7,0.0,1,8,-9,0.45,1,0,0.0,0.0,8,1.0,1,0.0,0.0,0.861111111111,1,1.0,8441,mapped_nonMirna_SRR1635908:miRCluster_851_25:chr1:149024521_149024545+,1,149024521,149024545,False,SRR1635908,,149024000,149025000
